,anonimized_id,company_id,year,region,headquarters_country,industry,market_cap,employees,revenue,scope_1,scope_2,scope_3,waste_production,waste_recycling,water_consumption,water_withdrawal,energy_consumption,hours_of_training,gender_pay_gap,independent_board_members_percentage,legal_costs_paid_for_controversies,ceo_compensation
1059,dd5014b9-5a20-4c4f-bfa3-0b61924e3d8b_2020,dd5014b9-5a20-4c4f-bfa3-0b61924e3d8b,2020,Asia / Pacific,China,Semiconductors,23438.69,17354.0,3437.36,550105.0,1579150.0,,,,,,,,,,0.0,
1060,dd5014b9-5a20-4c4f-bfa3-0b61924e3d8b_2019,dd5014b9-5a20-4c4f-bfa3-0b61924e3d8b,2019,Asia / Pacific,China,Semiconductors,23438.69,15904.0,,,1291570.0,,,,,,,,,,,
1061,dd5014b9-5a20-4c4f-bfa3-0b61924e3d8b_2018,dd5014b9-5a20-4c4f-bfa3-0b61924e3d8b,2018,Asia / Pacific,China,Semiconductors,23438.69,17942.0,2956.11,425706.0,1375520.0,,,,,,,,,,,
1062,0c2e3fc0-511c-47ae-98c2-4e392ecc9e14_2020,0c2e3fc0-511c-47ae-98c2-4e392ecc9e14,2020,Europe,United Kingdom,Insurance Brokers,22535.24,46100.0,8227.89,,,100.0,,,,,,,,,57.19,20732005.0
1063,0c2e3fc0-511c-47ae-98c2-4e392ecc9e14_2019,0c2e3fc0-511c-47ae-98c2-4e392ecc9e14,2019,Europe,United Kingdom,Insurance Brokers,22535.24,46600.0,7952.51,,,,,,,,,120520.0,,0.888,,
1064,0c2e3fc0-511c-47ae-98c2-4e392ecc9e14_2018,0c2e3fc0-511c-47ae-98c2-4e392ecc9e14,2018,Europe,United Kingdom,Insurance Brokers,22535.24,43300.0,7489.74,,,,,,,,,535230.0,,0.8888888889000001,,4991828.0
1065,ddce7c1b-b555-4a3d-aeeb-5b81cbded712_2020,ddce7c1b-b555-4a3d-aeeb-5b81cbded712,2020,Asia / Pacific,Hong Kong,Industrial Conglomerates,21810.32,197582.0,30051.45,8440060.0,3207100.0,6050068.0,452339.9963,,46667000.0,123562684.9,,3457680.0,,0.428571014,0.0,
1066,ddce7c1b-b555-4a3d-aeeb-5b81cbded712_2019,ddce7c1b-b555-4a3d-aeeb-5b81cbded712,2019,Asia / Pacific,Hong Kong,Industrial Conglomerates,21810.32,300000.0,33731.8,9123230.0,3298070.0,,,,,,,,,,,
1067,ddce7c1b-b555-4a3d-aeeb-5b81cbded712_2018,ddce7c1b-b555-4a3d-aeeb-5b81cbded712,2018,Asia / Pacific,Hong Kong,Industrial Conglomerates,21810.32,300000.0,31262.22,6608890.0,2445550.0,,,,,,,,,,,
1068,383b8801-81af-4778-9b18-f9b6e608cdc0_2020,383b8801-81af-4778-9b18-f9b6e608cdc0,2020,United States and Canada,Canada,Life and Health Insurance,20406.27,,42049.46,16.358,27.358,97.705,2585.000038,,237283.23,8654965.0,234679.99268544107,205800.0,,,0.0,
1069,383b8801-81af-4778-9b18-f9b6e608cdc0_2019,383b8801-81af-4778-9b18-f9b6e608cdc0,2019,United States and Canada,Canada,Life and Health Insurance,20406.27,24000.0,30986.98,19.387,31.104,114.372,,,,,,,,,,
1070,383b8801-81af-4778-9b18-f9b6e608cdc0_2018,383b8801-81af-4778-9b18-f9b6e608cdc0,2018,United States and Canada,Canada,Life and Health Insurance,20406.27,24200.0,30496.31,15.893,31.011,,,,,,,,,,,
1071,3fb0b917-cd3c-4a4f-b938-0812bc3b0862_2020,3fb0b917-cd3c-4a4f-b938-0812bc3b0862,2020,Asia / Pacific,Japan,Railroads,22959.74,29603.0,14137.83,,70000.0,230339.0,458000.0,321000.0,1914423.71,5861000.0,3862800.000309024,,,0.1875,0.0,
1072,3fb0b917-cd3c-4a4f-b938-0812bc3b0862_2019,3fb0b917-cd3c-4a4f-b938-0812bc3b0862,2019,Asia / Pacific,Japan,Railroads,22959.74,29128.0,14394.5,,,,565000.0,338000.0,,,3802000.00030416,,,0.16667,,
1073,3fb0b917-cd3c-4a4f-b938-0812bc3b0862_2018,3fb0b917-cd3c-4a4f-b938-0812bc3b0862,2018,Asia / Pacific,Japan,Railroads,22959.74,28867.0,13964.56,,,,,263000.0,,,,,,0.17647,165.36,
1074,86890a87-0629-4abc-944d-d325e8e62089_2020,86890a87-0629-4abc-944d-d325e8e62089,2020,United States and Canada,United States,Airlines,18910.07,56500.0,7960.43,12591984.0,38334.0,119800.0,6032.0,1503.0,314393.9394,359575.0,49779294.0,1591990.0,,0.9090909091,0.0,9235103.0
1075,86890a87-0629-4abc-944d-d325e8e62089_2019,86890a87-0629-4abc-944d-d325e8e62089,2019,United States and Canada,United States,Airlines,18910.07,60767.0,19732.15,20532323.0,,,9310.0,2426.0,359848.4848,,81119463.0,2878220.0,,0.8181818182,,8771124.0
1076,86890a87-0629-4abc-944d-d325e8e62089_2018,86890a87-0629-4abc-944d-d325e8e62089,2018,United States and Canada,United States,Airlines,18910.07,58803.0,19324.81,20537710.0,46972.0,,10599.0,3757.0,375000.0,,81128558.0,2891420.0,,0.8181818182,,7726455.0
1077,e71b8cd1-5811-4e75-84fb-3740bb15d59a_2020,e71b8cd1-5811-4e75-84fb-3740bb15d59a,2020,Europe,United Kingdom,Soft Drinks,20394.47,,10606.0,,144011.0,3144030.0,100826.0,91843.0,20308000.0,20308000.0,1284930.0001027945,316116.0,1.0,0.52941,,
1078,e71b8cd1-5811-4e75-84fb-3740bb15d59a_2019,e71b8cd1-5811-4e75-84fb-3740bb15d59a,2019,Europe,United Kingdom,Soft Drinks,20394.47,,12017.0,,,,118777.0,,,,1454150.000116332,336341.0,1.013,0.52941,,
1079,e71b8cd1-5811-4e75-84fb-3740bb15d59a_2018,e71b8cd1-5811-4e75-84fb-3740bb15d59a,2018,Europe,United Kingdom,Soft Drinks,20394.47,23310.0,11518.0,232187.0,173850.0,,112387.0,102148.0,,,1453090.0001162472,,,0.52941,,
1080,6beab176-a398-4648-9915-87281065e208_2020,6beab176-a398-4648-9915-87281065e208,2020,Europe,United Kingdom,Trading Companies and Distributors,20668.34,,6056.94,,36399.0,,26.931,,,7669739.43,1303858.0,,0.97,0.625,0.0,2956000.0
1081,6beab176-a398-4648-9915-87281065e208_2019,6beab176-a398-4648-9915-87281065e208,2019,Europe,United Kingdom,Trading Companies and Distributors,20668.34,17803.0,5392.95,265319.0,38415.0,,,,,,1176238.0,,,0.57143,,
1082,6beab176-a398-4648-9915-87281065e208_2018,6beab176-a398-4648-9915-87281065e208,2018,Europe,United Kingdom,Trading Companies and Distributors,20668.34,15996.0,4441.79,234053.0,34261.0,627.0,,,,,,,,0.4443999999999999,26.01,
1083,30a182e3-fdd0-4831-a675-8fa0f3d665f9_2020,30a182e3-fdd0-4831-a675-8fa0f3d665f9,2020,Asia / Pacific,China,Semiconductors,19531.96,14130.0,4103.45,,,,,,,,,,,,0.0,
1084,30a182e3-fdd0-4831-a675-8fa0f3d665f9_2019,30a182e3-fdd0-4831-a675-8fa0f3d665f9,2019,Asia / Pacific,China,Semiconductors,19531.96,12743.0,3253.09,,,,,,,,,,,,,
1085,30a182e3-fdd0-4831-a675-8fa0f3d665f9_2018,30a182e3-fdd0-4831-a675-8fa0f3d665f9,2018,Asia / Pacific,China,Semiconductors,19531.96,,3494.73,,,,,,,,,,,,,
1086,95753b18-7c33-473f-ba9f-2fbf95dbedc5_2020,95753b18-7c33-473f-ba9f-2fbf95dbedc5,2020,Latin America and Caribbean,Brazil,Diversified Banks,22252.94,91673.0,9957.9,,32.889,,3738.800049,,1068609.93,,543757.0192101672,6059020.0,,,661.06,
1087,95753b18-7c33-473f-ba9f-2fbf95dbedc5_2019,95753b18-7c33-473f-ba9f-2fbf95dbedc5,2019,Latin America and Caribbean,Brazil,Diversified Banks,22252.94,93190.0,10513.44,24.382,,,,,,,,,,,,
1088,95753b18-7c33-473f-ba9f-2fbf95dbedc5_2018,95753b18-7c33-473f-ba9f-2fbf95dbedc5,2018,Latin America and Caribbean,Brazil,Diversified Banks,22252.94,96889.0,,22.348,43.722,42.937,,,,,,,,,862.4,
1089,3875c75f-5766-4ec0-8c52-bfad49ee782c_2020,3875c75f-5766-4ec0-8c52-bfad49ee782c,2020,United States and Canada,United States,Homebuilding,22166.82,9495.0,19844.16,77801.0,36172.0,304468.0,,,872575.11,1285397.63,,,,0.75,0.0,
1090,3875c75f-5766-4ec0-8c52-bfad49ee782c_2019,3875c75f-5766-4ec0-8c52-bfad49ee782c,2019,United States and Canada,United States,Homebuilding,22166.82,10106.0,19641.84,,,,,,,,,,,0.75,,
1091,3875c75f-5766-4ec0-8c52-bfad49ee782c_2018,3875c75f-5766-4ec0-8c52-bfad49ee782c,2018,United States and Canada,United States,Homebuilding,22166.82,11626.0,18152.41,,,,,,,,,,,0.75,,
1092,2ea4ad7d-28a8-48c9-b1f0-4448a0433259_2020,2ea4ad7d-28a8-48c9-b1f0-4448a0433259,2020,Asia / Pacific,Thailand,Electronic Components,21850.68,,1734.02,897.0,40126.0,56309.0,,,,356830.0,,,,,0.0,
1093,2ea4ad7d-28a8-48c9-b1f0-4448a0433259_2019,2ea4ad7d-28a8-48c9-b1f0-4448a0433259,2019,Asia / Pacific,Thailand,Electronic Components,21850.68,,1439.6,,,,,,,,,,,,,
1094,2ea4ad7d-28a8-48c9-b1f0-4448a0433259_2018,2ea4ad7d-28a8-48c9-b1f0-4448a0433259,2018,Asia / Pacific,Thailand,Electronic Components,21850.68,,,,,,,,,,,,,,,
1095,a9cb6e20-de5d-484f-be02-c8a77cdc2186_2020,a9cb6e20-de5d-484f-be02-c8a77cdc2186,2020,United States and Canada,United States,Construction Materials,20930.57,8847.0,4285.66,625.905,,,,2046.0,,24194127.09,,111683.0,,0.90909,29.07,
1096,a9cb6e20-de5d-484f-be02-c8a77cdc2186_2019,a9cb6e20-de5d-484f-be02-c8a77cdc2186,2019,United States and Canada,United States,Construction Materials,20930.57,9173.0,4349.44,626.221,371.778,474.007,,1847.0,,,3961350.000316908,225000.0,,0.90909,,
1097,a9cb6e20-de5d-484f-be02-c8a77cdc2186_2018,a9cb6e20-de5d-484f-be02-c8a77cdc2186,2018,United States and Canada,United States,Construction Materials,20930.57,8782.0,3867.44,588.921,,,,1512.0,,,,215000.0,,0.88889,,
1098,0834a876-9672-45ec-aa74-ad1500be9d91_2020,0834a876-9672-45ec-aa74-ad1500be9d91,2020,United States and Canada,United States,Application Software,19007.09,4800.0,1479.21,2485.0,13135.0,9371.0,,,122029.25,122029.25,43684.0,,,0.88,0.0,14089533.0
1099,0834a876-9672-45ec-aa74-ad1500be9d91_2019,0834a876-9672-45ec-aa74-ad1500be9d91,2019,United States and Canada,United States,Application Software,19007.09,4100.0,,2159.0,14117.0,,,,,,42545.0,,,0.85,,19591413.0
1100,0834a876-9672-45ec-aa74-ad1500be9d91_2018,0834a876-9672-45ec-aa74-ad1500be9d91,2018,United States and Canada,United States,Application Software,19007.09,3400.0,1138.14,,,,,,,,,,,,9.85,10164184.0
1101,ff453a7b-d054-4e53-a460-8eb07c79db8e_2020,ff453a7b-d054-4e53-a460-8eb07c79db8e,2020,Asia / Pacific,Hong Kong,Industrial Machinery,18802.67,48201.0,8632.55,44641.0,,,,,,1288367.0,,,,,0.0,
1102,ff453a7b-d054-4e53-a460-8eb07c79db8e_2019,ff453a7b-d054-4e53-a460-8eb07c79db8e,2019,Asia / Pacific,Hong Kong,Industrial Machinery,18802.67,33264.0,,20923.0,125605.0,,,,,,,,,,3.8,
1103,ff453a7b-d054-4e53-a460-8eb07c79db8e_2018,ff453a7b-d054-4e53-a460-8eb07c79db8e,2018,Asia / Pacific,Hong Kong,Industrial Machinery,18802.67,23358.0,,,,17.0,,,,,,,,,225.7,
1104,275ee201-6ac3-4dd7-bbef-65a1a83fa01e_2020,275ee201-6ac3-4dd7-bbef-65a1a83fa01e,2020,Europe,Belgium,Diversified Banks,19359.99,37390.0,6122.0,,11748.08,18902.66,4443.0,2130.0,,558691.2,241472.468,86.4,0.564,0.1875,29.0,2245548.0
1105,275ee201-6ac3-4dd7-bbef-65a1a83fa01e_2019,275ee201-6ac3-4dd7-bbef-65a1a83fa01e,2019,Europe,Belgium,Diversified Banks,19359.99,37568.0,7407.0,,17005.93,,4918.0,2761.0,365977.0,,,103.2,,,,2361493.0
1106,275ee201-6ac3-4dd7-bbef-65a1a83fa01e_2018,275ee201-6ac3-4dd7-bbef-65a1a83fa01e,2018,Europe,Belgium,Diversified Banks,19359.99,38084.0,7555.0,,52879.0,,6009.0,,373047.0,,283741.812,,,0.1875,,2298415.0
1107,dcfaeff1-1f8a-4922-b13f-113a85a9fb5e_2020,dcfaeff1-1f8a-4922-b13f-113a85a9fb5e,2020,Latin America and Caribbean,Colombia,Integrated Oil and Gas,20860.15,13977.0,11306.24,,784.9,,339934.0,24916.0,54680000.0,54680000.0,7815000.000625201,,,0.875,12.14,
1108,dcfaeff1-1f8a-4922-b13f-113a85a9fb5e_2019,dcfaeff1-1f8a-4922-b13f-113a85a9fb5e,2019,Latin America and Caribbean,Colombia,Integrated Oil and Gas,20860.15,15157.0,16093.42,10586.0,421.0,,,193131.0,,,7630700.000610457,662000.0,,,,
1109,dcfaeff1-1f8a-4922-b13f-113a85a9fb5e_2018,dcfaeff1-1f8a-4922-b13f-113a85a9fb5e,2018,Latin America and Caribbean,Colombia,Integrated Oil and Gas,20860.15,12228.0,15444.04,9442.0,1071.0,,476940.0,,,,,637487.0,,0.77778,18.12,
1110,6c8ae47c-5b2f-4c16-93e5-1d91b4552024_2020,6c8ae47c-5b2f-4c16-93e5-1d91b4552024,2020,Europe,Spain,Integrated Telecommunication Services,18460.48,112797.0,43949.0,212682.0,530684.0,1909321.0,46912.0,45974.0,,3300000.0,6863728.0,3549124.0,,0.529,5.0,
1111,6c8ae47c-5b2f-4c16-93e5-1d91b4552024_2019,6c8ae47c-5b2f-4c16-93e5-1d91b4552024,2019,Europe,Spain,Integrated Telecommunication Services,18460.48,,49312.0,237620.0,725326.0,2124279.0,41717.0,,3268000.0,,6958516.0,4079968.0,0.78,0.2353,,5371000.0
1112,6c8ae47c-5b2f-4c16-93e5-1d91b4552024_2018,6c8ae47c-5b2f-4c16-93e5-1d91b4552024,2018,Europe,Spain,Integrated Telecommunication Services,18460.48,120138.0,,,923719.0,2296042.0,26128.0,,,,6991253.0,3401635.0,0.77,,,
1113,8a032fd2-6efd-49a1-ac91-7f8c5793d0f8_2020,8a032fd2-6efd-49a1-ac91-7f8c5793d0f8,2020,United States and Canada,United States,Specialty Stores,21602.84,30500.0,,63.622,171.927,11153.6,,,25342.24,641831.04,,478000.0,,,,
1114,8a032fd2-6efd-49a1-ac91-7f8c5793d0f8_2019,8a032fd2-6efd-49a1-ac91-7f8c5793d0f8,2019,United States and Canada,United States,Specialty Stores,21602.84,24000.0,7369.74,76.904,,,,,,,792250.00006338,400000.0,,0.88889,,
1115,8a032fd2-6efd-49a1-ac91-7f8c5793d0f8_2018,8a032fd2-6efd-49a1-ac91-7f8c5793d0f8,2018,United States and Canada,United States,Specialty Stores,21602.84,22000.0,6980.71,76.312,,11153.6,,,,,,,,0.88889,,
1116,7a17ae05-05c7-4c1d-a62d-a8a1cb1c658b_2020,7a17ae05-05c7-4c1d-a62d-a8a1cb1c658b,2020,Asia / Pacific,China,Industrial Machinery,21365.87,12866.0,1605.69,13621.0,,,,,36335.85,1116493.94,,,,,1.04,
1117,7a17ae05-05c7-4c1d-a62d-a8a1cb1c658b_2019,7a17ae05-05c7-4c1d-a62d-a8a1cb1c658b,2019,Asia / Pacific,China,Industrial Machinery,21365.87,11216.0,1030.87,,,,,,,,,,,,,
1118,7a17ae05-05c7-4c1d-a62d-a8a1cb1c658b_2018,7a17ae05-05c7-4c1d-a62d-a8a1cb1c658b,2018,Asia / Pacific,China,Industrial Machinery,21365.87,7769.0,819.4,,,,,,,,,,,,,
1119,a909dceb-0041-47fc-93cc-028656e1ce84_2020,a909dceb-0041-47fc-93cc-028656e1ce84,2020,United States and Canada,United States,Electric Utilities,18169.04,12318.0,6712.42,25090.1,,12269.5,,,80300000.0,,399674.00003197393,,,0.81818,265.6,
1120,a909dceb-0041-47fc-93cc-028656e1ce84_2019,a909dceb-0041-47fc-93cc-028656e1ce84,2019,United States and Canada,United States,Electric Utilities,18169.04,12280.0,6855.37,26851.6,,13242.5,,,,,413739.0000330991,552458.0,,0.88889,60.89,
1121,a909dceb-0041-47fc-93cc-028656e1ce84_2018,a909dceb-0041-47fc-93cc-028656e1ce84,2018,United States and Canada,United States,Electric Utilities,18169.04,12444.0,6869.48,29618.4,328.573,,,,56700000.0,,,567234.0,,,,
1122,35c79cba-b4ee-4fc5-8f96-ed0570e4b506_2020,35c79cba-b4ee-4fc5-8f96-ed0570e4b506,2020,Asia / Pacific,Hong Kong,Brewers,24259.19,27000.0,4364.99,147000.0,643000.0,1116488.0,105629.9973,,31992000.0,,387398.0103087697,516942.0,,0.333333015,0.0,
1123,35c79cba-b4ee-4fc5-8f96-ed0570e4b506_2019,35c79cba-b4ee-4fc5-8f96-ed0570e4b506,2019,Asia / Pacific,Hong Kong,Brewers,24259.19,30000.0,4606.78,195000.0,717000.0,,,,,,,,,,,
1124,35c79cba-b4ee-4fc5-8f96-ed0570e4b506_2018,35c79cba-b4ee-4fc5-8f96-ed0570e4b506,2018,Asia / Pacific,Hong Kong,Brewers,24259.19,40000.0,,253000.0,,,,,,,,,,,16.24,
1125,cac10dfc-96bb-4175-ae39-ae6673f61767_2020,cac10dfc-96bb-4175-ae39-ae6673f61767,2020,United States and Canada,United States,Construction Materials,19975.32,,3910.89,4505.0,671.0,1685741.0,,,23422493.46,23422493.46,,,,,5.29,
1126,cac10dfc-96bb-4175-ae39-ae6673f61767_2019,cac10dfc-96bb-4175-ae39-ae6673f61767,2019,United States and Canada,United States,Construction Materials,19975.32,8846.0,3902.24,4500.0,,,,,,,,,,0.9,,
1127,cac10dfc-96bb-4175-ae39-ae6673f61767_2018,cac10dfc-96bb-4175-ae39-ae6673f61767,2018,United States and Canada,United States,Construction Materials,19975.32,8714.0,3512.3,502.0,,,,,,,,,,0.9,,
1128,8bd43cfc-76ca-4309-a771-172d64691e5e_2020,8bd43cfc-76ca-4309-a771-172d64691e5e,2020,Asia / Pacific,Japan,Interactive Media and Services,20681.58,14168.0,8070.01,4.203,114.142,1959.02,,,339829.0,1193299.69,758631.0000606906,410116.0,,0.33333,0.0,
1129,8bd43cfc-76ca-4309-a771-172d64691e5e_2019,8bd43cfc-76ca-4309-a771-172d64691e5e,2019,Asia / Pacific,Japan,Interactive Media and Services,20681.58,12874.0,7317.16,,97.593,1339.0,,,,,,,,0.33333,,
1130,8bd43cfc-76ca-4309-a771-172d64691e5e_2018,8bd43cfc-76ca-4309-a771-172d64691e5e,2018,Asia / Pacific,Japan,Interactive Media and Services,20681.58,12244.0,6876.25,,,1959.02,,,,,,,,0.22222,,
1131,b558f7c8-2955-45f0-beef-4cc7311b7a9b_2020,b558f7c8-2955-45f0-beef-4cc7311b7a9b,2020,United States and Canada,United States,Trading Companies and Distributors,19912.24,18250.0,7504.69,,41398.0,12803000.0,64370.0,42829.0,1017000.0,911000.0,1572552.0,20.0,,0.8333333333,,6526206.0
1132,b558f7c8-2955-45f0-beef-4cc7311b7a9b_2019,b558f7c8-2955-45f0-beef-4cc7311b7a9b,2019,United States and Canada,United States,Trading Companies and Distributors,19912.24,19100.0,,338562.0,44860.0,,58956.6,,,,1496973.0,37.0,,0.8181818182,65.99,6215830.0
1133,b558f7c8-2955-45f0-beef-4cc7311b7a9b_2018,b558f7c8-2955-45f0-beef-4cc7311b7a9b,2018,United States and Canada,United States,Trading Companies and Distributors,19912.24,18500.0,7079.75,334550.0,40974.0,,58835.8,,,903000.0,1374884.0,38.0,,0.8333333333,,13598202.0
1134,5c382d66-d0a7-4433-978f-e26264975f36_2020,5c382d66-d0a7-4433-978f-e26264975f36,2020,Europe,Norway,Oil and Gas Exploration and Production,20139.1,1745.0,,843600.0,157046.0,88553.0,,5362.0,,,,,0.96,,0.0,1712000.0
1135,5c382d66-d0a7-4433-978f-e26264975f36_2019,5c382d66-d0a7-4433-978f-e26264975f36,2019,Europe,Norway,Oil and Gas Exploration and Production,20139.1,1703.0,2937.36,897478.0,143152.0,155252.0,,1678.0,280796.0,,509503.0,,0.96,0.63636,,1350000.0
1136,5c382d66-d0a7-4433-978f-e26264975f36_2018,5c382d66-d0a7-4433-978f-e26264975f36,2018,Europe,Norway,Oil and Gas Exploration and Production,20139.1,1493.0,3266.72,891350.0,159391.0,10969800.0,,1078.0,215070.0,13859000.0,576554.0,47821.0,,1.0,,1973000.0
1137,73ee2387-3be3-46c5-9415-79cf219e6294_2020,73ee2387-3be3-46c5-9415-79cf219e6294,2020,United States and Canada,United States,Internet Services and Infrastructure,18138.03,,,808.0,5598.0,3669.0,,,205687.65,300877.85,,,,,0.0,
1138,73ee2387-3be3-46c5-9415-79cf219e6294_2019,73ee2387-3be3-46c5-9415-79cf219e6294,2019,United States and Canada,United States,Internet Services and Infrastructure,18138.03,1270.0,253.27,,,,,,,,,,,,,
1139,73ee2387-3be3-46c5-9415-79cf219e6294_2018,73ee2387-3be3-46c5-9415-79cf219e6294,2018,United States and Canada,United States,Internet Services and Infrastructure,18138.03,,170.02,,,,,,,,,,,,,
1140,fa3f7506-655a-49cd-8ae9-b1cc95ca83e1_2020,fa3f7506-655a-49cd-8ae9-b1cc95ca83e1,2020,United States and Canada,United States,Multi-line Insurance,20694.04,18500.0,18030.62,8602.0,16583.0,12198.0,414.0,,161030.0,161030.0,98349.0,24000.0,,0.909,0.0,11806195.0
1141,fa3f7506-655a-49cd-8ae9-b1cc95ca83e1_2019,fa3f7506-655a-49cd-8ae9-b1cc95ca83e1,2019,United States and Canada,United States,Multi-line Insurance,20694.04,19500.0,18243.53,13251.0,18964.0,43303.0,1037.0,,232610.0,232640.0,126454.0,47000.0,,0.9,79.18,14560748.0
1142,fa3f7506-655a-49cd-8ae9-b1cc95ca83e1_2018,fa3f7506-655a-49cd-8ae9-b1cc95ca83e1,2018,United States and Canada,United States,Multi-line Insurance,20694.04,18500.0,,14230.0,21063.0,49913.0,1135.0,,,207220.0,130296.0,,,0.917,5.28,13883615.0
1143,0339170f-857e-4fad-ba1d-c0ecde500748_2020,0339170f-857e-4fad-ba1d-c0ecde500748,2020,Europe,Finland,Industrial Machinery,20105.93,61380.0,9938.5,109700.0,32700.0,14105500.0,39600.0,33600.0,315300.0,2000.0,489800.0,,,0.6666666667,0.0,1243500.0
1144,0339170f-857e-4fad-ba1d-c0ecde500748_2019,0339170f-857e-4fad-ba1d-c0ecde500748,2019,Europe,Finland,Industrial Machinery,20105.93,59825.0,,118300.0,,13439400.0,42900.0,34700.0,325600.0,8800.0,514000.0,,,0.75,,1477500.0
1145,0339170f-857e-4fad-ba1d-c0ecde500748_2018,0339170f-857e-4fad-ba1d-c0ecde500748,2018,Europe,Finland,Industrial Machinery,20105.93,57359.0,9070.7,117800.0,,12847000.0,46400.0,39500.0,298800.0,11200.0,507900.0,,,0.75,,1201500.0
1146,2ac1c579-e4f0-4430-969b-c2c4d15aabbd_2020,2ac1c579-e4f0-4430-969b-c2c4d15aabbd,2020,Asia / Pacific,China,Commodity Chemicals,19533.4,,14962.16,6051316.0,2170351.0,3120653.0,,,62553195.55,64203883.76,,,,,0.0,
1147,2ac1c579-e4f0-4430-969b-c2c4d15aabbd_2019,2ac1c579-e4f0-4430-969b-c2c4d15aabbd,2019,Asia / Pacific,China,Commodity Chemicals,19533.4,13962.0,11507.73,,,,,,,,,,,,,
1148,2ac1c579-e4f0-4430-969b-c2c4d15aabbd_2018,2ac1c579-e4f0-4430-969b-c2c4d15aabbd,2018,Asia / Pacific,China,Commodity Chemicals,19533.4,,12752.63,,,,,,,,,,,,,
1149,654e9079-6b5e-4341-81ec-faf1fb00abe2_2020,654e9079-6b5e-4341-81ec-faf1fb00abe2,2020,United States and Canada,United States,Packaged Foods and Meats,19762.97,13000.0,4928.02,31853.0,87427.0,263627.0,68400.0,,2243000.0,303000.0,397203.0,,,0.9090909091,0.0,19546334.0
1150,654e9079-6b5e-4341-81ec-faf1fb00abe2_2019,654e9079-6b5e-4341-81ec-faf1fb00abe2,2019,United States and Canada,United States,Packaged Foods and Meats,19762.97,12400.0,4704.64,,92755.0,2587752.0,67218.0,42383.0,2337000.0,381000.0,388243.0,,,0.9090909091,,12769184.0
1151,654e9079-6b5e-4341-81ec-faf1fb00abe2_2018,654e9079-6b5e-4341-81ec-faf1fb00abe2,2018,United States and Canada,United States,Packaged Foods and Meats,19762.97,11600.0,4665.4,31830.0,93662.0,2463035.0,54104.0,33125.0,2163000.0,299000.0,381377.0,,,0.9,,14836426.0
1152,f4b7bbb1-4660-46d9-b6df-3b15f51b994b_2020,f4b7bbb1-4660-46d9-b6df-3b15f51b994b,2020,Asia / Pacific,China,Specialty Chemicals,16539.68,,,1379914.0,494917.0,253160.0,,,20606260.97,20606260.97,,,,,0.0,
1153,f4b7bbb1-4660-46d9-b6df-3b15f51b994b_2019,f4b7bbb1-4660-46d9-b6df-3b15f51b994b,2019,Asia / Pacific,China,Specialty Chemicals,16539.68,,1246.68,,,,,,,,,,,,,
1154,f4b7bbb1-4660-46d9-b6df-3b15f51b994b_2018,f4b7bbb1-4660-46d9-b6df-3b15f51b994b,2018,Asia / Pacific,China,Specialty Chemicals,16539.68,8615.0,1545.02,,,,,,,,,,,,,
1155,33558931-6251-4f75-9f39-5211a2246d5f_2020,33558931-6251-4f75-9f39-5211a2246d5f,2020,United States and Canada,United States,Application Software,19581.57,,740.29,666.0,11109.0,5095.0,,,93186.23,93186.23,,,,,0.0,211131206.0
1156,33558931-6251-4f75-9f39-5211a2246d5f_2019,33558931-6251-4f75-9f39-5211a2246d5f,2019,United States and Canada,United States,Application Software,19581.57,3765.0,649.0,,,,,,,,,,,0.8571428570999999,,21138558.0
1157,33558931-6251-4f75-9f39-5211a2246d5f_2018,33558931-6251-4f75-9f39-5211a2246d5f,2018,United States and Canada,United States,Application Software,19581.57,3050.0,498.26,,,,,,,,,,,0.8571428570999999,,
1158,e52c7ca0-bc2f-4462-b999-8b64ed072ae8_2020,e52c7ca0-bc2f-4462-b999-8b64ed072ae8,2020,Asia / Pacific,China,Integrated Telecommunication Services,19506.82,19800.0,11256.57,729.0,21116.0,2197137.0,112572.0,,2809413.3,7022139.54,37815.000003025205,,,0.375,0.0,
1159,e52c7ca0-bc2f-4462-b999-8b64ed072ae8_2019,e52c7ca0-bc2f-4462-b999-8b64ed072ae8,2019,Asia / Pacific,China,Integrated Telecommunication Services,19506.82,19000.0,10608.23,1752.0,34458.0,,95465.0,,,,62794.000005023525,,,0.375,,
1160,e52c7ca0-bc2f-4462-b999-8b64ed072ae8_2018,e52c7ca0-bc2f-4462-b999-8b64ed072ae8,2018,Asia / Pacific,China,Integrated Telecommunication Services,19506.82,18039.0,9968.5,1625.0,33441.0,,67767.0,,,,,,,0.42857,,
1161,b038cb43-51ff-4cce-a14a-eb89b2cc2b0b_2020,b038cb43-51ff-4cce-a14a-eb89b2cc2b0b,2020,Europe,United Kingdom,Tobacco,21043.14,,,99577.0,147039.0,,40253.0,25359.4,1198523.0,1315750.0,773000.0,,,0.00583333333,,800000.0
1162,b038cb43-51ff-4cce-a14a-eb89b2cc2b0b_2019,b038cb43-51ff-4cce-a14a-eb89b2cc2b0b,2019,Europe,United Kingdom,Tobacco,21043.14,32700.0,19416.34,108241.0,158108.0,201566.0,41366.0,26297.0,1316904.0,1315750.0,788000.0,60495.0,,0.4,151.02,1104000.0
